"__leidenCluster","__mclCluster","__mcodeCluster","Host_organism_taxid","interaction","irefindex_check","mean_prob_aff","method","name","numParticipants","OP_A","OP_B","OP_check","Predicted Classes","Probability Score","Regression Value","score_norm","selected","shared interaction","shared name","stringdb_check","uidA","uidA_irefindex","uidB","uidB_irefindex"
"1","1",,"","interacts with","0","0.464192211","","EFCAB9 (interacts with) ZNF668",,"0","0","0","1","0.526829268","0.401555154",,"false","interacts with","EFCAB9 (interacts with) ZNF668","0","A8MZ26","","Q96K58",""
"1","1","1","","interacts with","0","0.464192141","","EFCAB9 (interacts with) NVL",,"0","0","0","1","0.526829268","0.401555013",,"false","interacts with","EFCAB9 (interacts with) NVL","0","A8MZ26","","O15381",""
"1","1","1","","interacts with","0","0.461753232","","EFCAB9 (interacts with) SH3GLB1",,"0","0","0","1","0.52195122","0.401555244",,"false","interacts with","EFCAB9 (interacts with) SH3GLB1","0","A8MZ26","","Q9Y371",""
"1","1","1","","interacts with","0","0.464192294","","EFCAB9 (interacts with) TRIM55",,"0","0","0","1","0.526829268","0.401555319",,"false","interacts with","EFCAB9 (interacts with) TRIM55","0","A8MZ26","","Q9BYV6",""
"1","1","1","","interacts with","0","0.476387214","","EFCAB9 (interacts with) PMS2",,"0","0","0","1","0.551219512","0.401554915",,"false","interacts with","EFCAB9 (interacts with) PMS2","0","A8MZ26","","P54278",""
"1","1","1","","interacts with","0","0.464192475","","EFCAB9 (interacts with) MAGEB6B",,"0","0","0","1","0.526829268","0.401555681",,"false","interacts with","EFCAB9 (interacts with) MAGEB6B","0","A8MZ26","","A0A0J9YX57",""
"1","1","1","","interacts with","0","0.464192121","","EFCAB9 (interacts with) PHC2",,"0","0","0","1","0.526829268","0.401554973",,"false","interacts with","EFCAB9 (interacts with) PHC2","0","A8MZ26","","Q8IXK0",""
"1","1","1","","interacts with","0","0.476426406","","SMIM26 (interacts with) PROCR",,"0","1","1","1","0.551219512","0.4016333",,"false","interacts with","SMIM26 (interacts with) PROCR","0","A0A096LP01","","Q9UNN8",""
,"1","1","","interacts with","0","0.476426207","","ENTPD5 (interacts with) COL3A1",,"0","1","1","1","0.551219512","0.401632901",,"false","interacts with","ENTPD5 (interacts with) COL3A1","0","O75356","","P02461",""
,"1",,"","interacts with","0","0.581101689","","SF3A1 (interacts with) TRIP10",,"0","0","0","1","0.76097561","0.401227769",,"false","interacts with","SF3A1 (interacts with) TRIP10","0","Q15459","","Q15642",""
,"1",,"","interacts with","0","0.581101677","","SF3A1 (interacts with) ARHGAP11A",,"0","0","0","1","0.76097561","0.401227744",,"false","interacts with","SF3A1 (interacts with) ARHGAP11A","0","Q15459","","Q6P4F7",""
,"1",,"","interacts with","0","0.581101319","","SF3A1 (interacts with) PRPF19",,"0","0","0","1","0.76097561","0.401227027",,"false","interacts with","SF3A1 (interacts with) PRPF19","0","Q15459","","Q9UMS4",""
,"1",,"","interacts with","0","0.571256804","","SF3A1 (interacts with) SUZ12",,"0","0","0","1","0.741463415","0.401050193",,"false","interacts with","SF3A1 (interacts with) SUZ12","0","Q15459","","Q15022",""
"1","1","1","","interacts with","0","0.464192192","","SF3A1 (interacts with) MAP2K5",,"0","0","0","1","0.526829268","0.401555117",,"false","interacts with","SF3A1 (interacts with) MAP2K5","0","Q15459","","Q13163",""
"1","1","1","","interacts with","0","0.476387102","","SF3A1 (interacts with) HPD",,"0","0","0","1","0.551219512","0.401554691",,"false","interacts with","SF3A1 (interacts with) HPD","0","Q15459","","P32754",""
"1","1","1","","interacts with","0","0.469070069","","SF3A1 (interacts with) STOX2",,"0","0","0","1","0.536585366","0.401554772",,"false","interacts with","SF3A1 (interacts with) STOX2","0","Q15459","","Q9P2F5",""
"1","1","1","","interacts with","0","0.47638699","","SF3A1 (interacts with) NAP1L3",,"0","0","0","1","0.551219512","0.401554469",,"false","interacts with","SF3A1 (interacts with) NAP1L3","0","Q15459","","Q99457",""
"1","1","1","","interacts with","0","0.476387167","","SF3A1 (interacts with) UAP1",,"0","0","0","1","0.551219512","0.401554821",,"false","interacts with","SF3A1 (interacts with) UAP1","0","Q15459","","Q16222",""
,"1",,"","interacts with","0","0.564067772","","SF3A1 (interacts with) DUSP4",,"0","0","0","1","0.726829268","0.401306275",,"false","interacts with","SF3A1 (interacts with) DUSP4","0","Q15459","","Q13115",""
"1","1","1","","interacts with","0","0.476387359","","SF3A1 (interacts with) FAM20A",,"0","0","0","1","0.551219512","0.401555206",,"false","interacts with","SF3A1 (interacts with) FAM20A","0","Q15459","","Q96MK3",""
"1","1","1","","interacts with","0","0.476387247","","SF3A1 (interacts with) PSMD12",,"0","0","0","1","0.551219512","0.401554982",,"false","interacts with","SF3A1 (interacts with) PSMD12","0","Q15459","","O00232",""
,"1","1","","interacts with","0","0.56406767","","SF3A1 (interacts with) PPP4R2",,"0","0","0","1","0.726829268","0.401306072",,"false","interacts with","SF3A1 (interacts with) PPP4R2","0","Q15459","","Q9NY27",""
,"1",,"","interacts with","0","0.564067747","","SF3A1 (interacts with) RNF2",,"0","0","0","1","0.726829268","0.401306226",,"false","interacts with","SF3A1 (interacts with) RNF2","0","Q15459","","Q99496",""
"1","1","1","","interacts with","0","0.461753014","","SF3A1 (interacts with) DDX4",,"0","0","0","1","0.52195122","0.401554808",,"false","interacts with","SF3A1 (interacts with) DDX4","0","Q15459","","Q9NQI0",""
"1","1","1","","interacts with","0","0.476387423","","SF3A1 (interacts with) KYNU",,"0","0","0","1","0.551219512","0.401555334",,"false","interacts with","SF3A1 (interacts with) KYNU","0","Q15459","","Q16719",""
"1","1","1","","interacts with","0","0.464192002","","SF3A1 (interacts with) HOXD13",,"0","0","0","1","0.526829268","0.401554736",,"false","interacts with","SF3A1 (interacts with) HOXD13","0","Q15459","","P35453",""
"1","1","1","","interacts with","0","0.476426372","","SF3A1 (interacts with) SLC25A3",,"0","0","0","1","0.551219512","0.401633231",,"false","interacts with","SF3A1 (interacts with) SLC25A3","0","Q15459","","Q00325",""
"1","1","1","","interacts with","0","0.476387362","","SF3A1 (interacts with) CAMK1G",,"0","0","0","1","0.551219512","0.401555213",,"false","interacts with","SF3A1 (interacts with) CAMK1G","0","Q15459","","Q96NX5",""
"1","1","1","","interacts with","0","0.476426464","","SF3A1 (interacts with) GPR141",,"0","0","0","1","0.551219512","0.401633415",,"false","interacts with","SF3A1 (interacts with) GPR141","0","Q15459","","Q7Z602",""
"1","1","1","","interacts with","0","0.476387524","","SF3A1 (interacts with) BPIFC",,"0","0","0","1","0.551219512","0.401555535",,"false","interacts with","SF3A1 (interacts with) BPIFC","0","Q15459","","Q8NFQ6",""
,"1","1","","interacts with","0","0.564067779","","SF3A1 (interacts with) TRIM55",,"0","0","0","1","0.726829268","0.40130629",,"false","interacts with","SF3A1 (interacts with) TRIM55","0","Q15459","","Q9BYV6",""
"1","1","1","","interacts with","0","0.476426432","","SF3A1 (interacts with) GAL3ST3",,"0","0","0","1","0.551219512","0.401633352",,"false","interacts with","SF3A1 (interacts with) GAL3ST3","0","Q15459","","Q96A11",""
"1","1","1","","interacts with","0","0.476387195","","SF3A1 (interacts with) PPP2CA",,"0","0","0","1","0.551219512","0.401554878",,"false","interacts with","SF3A1 (interacts with) PPP2CA","0","Q15459","","P67775",""
"1","1","1","","interacts with","0","0.476387313","","SF3A1 (interacts with) OR9A1P",,"0","0","0","1","0.551219512","0.401555114",,"false","interacts with","SF3A1 (interacts with) OR9A1P","0","Q15459","","Q8NGU1",""
"1","1","1","","interacts with","0","0.476387238","","SF3A1 (interacts with) USP17L6P",,"0","0","0","1","0.551219512","0.401554964",,"false","interacts with","SF3A1 (interacts with) USP17L6P","0","Q15459","","Q6QN14",""
,"1",,"","interacts with","0","0.612960438","","SF3A1 (interacts with) WDR77",,"0","0","0","1","0.824390244","0.401530633",,"false","interacts with","SF3A1 (interacts with) WDR77","0","Q15459","","Q9BQA1",""
"1","1","1","","interacts with","0","0.476387312","","SF3A1 (interacts with) OIT3",,"0","0","0","1","0.551219512","0.401555112",,"false","interacts with","SF3A1 (interacts with) OIT3","0","Q15459","","Q8WWZ8",""
"1","1","1","","interacts with","0","0.476387226","","SF3A1 (interacts with) SNAPC3",,"0","0","0","1","0.551219512","0.40155494",,"false","interacts with","SF3A1 (interacts with) SNAPC3","0","Q15459","","Q92966",""
"1","1","1","","interacts with","0","0.476387178","","SF3A1 (interacts with) GID4",,"0","0","0","1","0.551219512","0.401554844",,"false","interacts with","SF3A1 (interacts with) GID4","0","Q15459","","Q8IVV7",""
,"1",,"","interacts with","0","0.564068236","","SF3A1 (interacts with) GTF2F1",,"0","0","0","1","0.726829268","0.401307204",,"false","interacts with","SF3A1 (interacts with) GTF2F1","0","Q15459","","P35269",""
,"1","1","","interacts with","0","0.564100895","","SF3A1 (interacts with) HNRNPM",,"0","0","0","1","0.726829268","0.401372522",,"false","interacts with","SF3A1 (interacts with) HNRNPM","0","Q15459","","P52272",""
"1","1","1","","interacts with","0","0.461753064","","SF3A1 (interacts with) HOXA13",,"0","0","0","1","0.52195122","0.401554908",,"false","interacts with","SF3A1 (interacts with) HOXA13","0","Q15459","","P31271",""
"1","1","1","","interacts with","0","0.469070283","","SF3A1 (interacts with) MAPK11",,"0","0","0","1","0.536585366","0.4015552",,"false","interacts with","SF3A1 (interacts with) MAPK11","0","Q15459","","Q15759",""
"1","1",,"","interacts with","0","0.464191976","","SF3A1 (interacts with) CAMKV",,"0","0","0","1","0.526829268","0.401554684",,"false","interacts with","SF3A1 (interacts with) CAMKV","0","Q15459","","Q8NCB2",""
,"1",,"","interacts with","0","0.564237776","","SF3A1 (interacts with) SART1",,"0","0","0","1","0.726829268","0.401646283",,"false","interacts with","SF3A1 (interacts with) SART1","0","Q15459","","O43290",""
"1","1","1","","interacts with","0","0.476387204","","SF3A1 (interacts with) FOXI1",,"0","0","0","1","0.551219512","0.401554895",,"false","interacts with","SF3A1 (interacts with) FOXI1","0","Q15459","","Q12951",""
,"1",,"","interacts with","0","0.578707182","","SF3A1 (interacts with) ZRSR2",,"0","0","0","1","0.756097561","0.401316803",,"false","interacts with","SF3A1 (interacts with) ZRSR2","0","Q15459","","Q15696",""
,"1",,"","interacts with","0","0.593390598","","SF3A1 (interacts with) SRRM2",,"0","0","0","1","0.785365854","0.401415343",,"false","interacts with","SF3A1 (interacts with) SRRM2","0","Q15459","","Q9UQ35",""
,"1",,"","interacts with","0","0.476387345","","SF3A1 (interacts with) PIPOX",,"0","0","0","1","0.551219512","0.401555178",,"false","interacts with","SF3A1 (interacts with) PIPOX","0","Q15459","","Q9P0Z9",""
"1","1","1","","interacts with","0","0.464255246","","MRPL28 (interacts with) BDP1",,"0","0","0","1","0.526829268","0.401681223",,"false","interacts with","MRPL28 (interacts with) BDP1","0","Q13084","","A6H8Y1",""
"1","1",,"","interacts with","0","0.464255237","","MRPL28 (interacts with) BOD1L1",,"0","0","0","1","0.526829268","0.401681206",,"false","interacts with","MRPL28 (interacts with) BOD1L1","0","Q13084","","Q8NFC6",""
,"1","1","","interacts with","0","0.561637911","","MRPL28 (interacts with) RPL3",,"0","0","0","1","0.72195122","0.401324602",,"false","interacts with","MRPL28 (interacts with) RPL3","0","Q13084","","P39023",""
"1","1",,"","interacts with","0","0.476426224","","ODF3 (interacts with) TRAF6",,"0","1","1","1","0.551219512","0.401632936",,"false","interacts with","ODF3 (interacts with) TRAF6","0","Q96PU9","","Q9Y4K3",""
"1","1",,"","interacts with","0","0.464192135","","ODF3 (interacts with) CC2D1A",,"0","0","0","1","0.526829268","0.401555001",,"false","interacts with","ODF3 (interacts with) CC2D1A","0","Q96PU9","","Q6P1N0",""
"1","1",,"","interacts with","0","0.47638714","","ODF3 (interacts with) ZNF319",,"0","0","0","1","0.551219512","0.401554768",,"false","interacts with","ODF3 (interacts with) ZNF319","0","Q96PU9","","Q9P2F9",""
"1","1",,"","interacts with","0","0.464192043","","ODF3 (interacts with) SAMD15",,"0","0","0","1","0.526829268","0.401554818",,"false","interacts with","ODF3 (interacts with) SAMD15","0","Q96PU9","","Q9P1V8",""
"1","1",,"","interacts with","0","0.47638711","","ODF3 (interacts with) ZNF668",,"0","0","0","1","0.551219512","0.401554708",,"false","interacts with","ODF3 (interacts with) ZNF668","0","Q96PU9","","Q96K58",""
"1","1",,"","interacts with","0","0.476387209","","ODF3 (interacts with) NVL",,"0","0","0","1","0.551219512","0.401554906",,"false","interacts with","ODF3 (interacts with) NVL","0","Q96PU9","","O15381",""
"1","1",,"","interacts with","0","0.476387299","","ODF3 (interacts with) GNAT2",,"0","0","0","1","0.551219512","0.401555086",,"false","interacts with","ODF3 (interacts with) GNAT2","0","Q96PU9","","P19087",""
"1","1",,"","interacts with","0","0.476387337","","ODF3 (interacts with) TRIB1",,"0","0","0","1","0.551219512","0.401555162",,"false","interacts with","ODF3 (interacts with) TRIB1","0","Q96PU9","","Q96RU8",""
"1","1",,"","interacts with","0","0.476387111","","ODF3 (interacts with) PMS2",,"0","0","0","1","0.551219512","0.40155471",,"false","interacts with","ODF3 (interacts with) PMS2","0","Q96PU9","","P54278",""
"1","1",,"","interacts with","0","0.461753238","","ODF3 (interacts with) MAGEB17",,"0","0","0","1","0.52195122","0.401555256",,"false","interacts with","ODF3 (interacts with) MAGEB17","0","Q96PU9","","A8MXT2",""
"1","1",,"","interacts with","0","0.476387584","","ODF3 (interacts with) ELAVL2",,"0","0","0","1","0.551219512","0.401555655",,"false","interacts with","ODF3 (interacts with) ELAVL2","0","Q96PU9","","Q12926",""
"1","1","1","","interacts with","0","0.464192518","","ODF3 (interacts with) UCP3",,"0","0","0","1","0.526829268","0.401555768",,"false","interacts with","ODF3 (interacts with) UCP3","0","Q96PU9","","P55916",""
,"1","1","","interacts with","0","0.476387688","","ODF3 (interacts with) ANXA3",,"0","0","0","1","0.551219512","0.401555864",,"false","interacts with","ODF3 (interacts with) ANXA3","0","Q96PU9","","P12429",""
"1","1",,"","interacts with","0","0.476387276","","ODF3 (interacts with) MAGEB6B",,"0","0","0","1","0.551219512","0.40155504",,"false","interacts with","ODF3 (interacts with) MAGEB6B","0","Q96PU9","","A0A0J9YX57",""
"1","1",,"","interacts with","0","0.476387179","","ODF3 (interacts with) PHC2",,"0","0","0","1","0.551219512","0.401554845",,"false","interacts with","ODF3 (interacts with) PHC2","0","Q96PU9","","Q8IXK0",""
"1","1",,"","interacts with","0","0.561629787","","CCDC83 (interacts with) FAM161B",,"0","0","0","1","0.72195122","0.401308354",,"false","interacts with","CCDC83 (interacts with) FAM161B","0","Q8IWF9","","Q96MY7",""
"1","1","1","","interacts with","0","0.464192224","","CCDC83 (interacts with) TCTN3",,"0","0","0","1","0.526829268","0.40155518",,"false","interacts with","CCDC83 (interacts with) TCTN3","0","Q8IWF9","","Q6NUS6",""
"1","1",,"","interacts with","0","0.469070135","","CCDC83 (interacts with) RBM25",,"0","0","0","1","0.536585366","0.401554905",,"false","interacts with","CCDC83 (interacts with) RBM25","0","Q8IWF9","","P49756",""
"1","1",,"","interacts with","0","0.476426212","","OR4X1 (interacts with) TRAF6",,"0","1","1","1","0.551219512","0.401632911",,"false","interacts with","OR4X1 (interacts with) TRAF6","0","Q8NH49","","Q9Y4K3",""
"1","1",,"","interacts with","0","0.476387089","","OR4X1 (interacts with) CC2D1A",,"0","0","0","1","0.551219512","0.401554665",,"false","interacts with","OR4X1 (interacts with) CC2D1A","0","Q8NH49","","Q6P1N0",""
"1","1",,"","interacts with","0","0.476387309","","OR4X1 (interacts with) NRG1",,"0","0","0","1","0.551219512","0.401555105",,"false","interacts with","OR4X1 (interacts with) NRG1","0","Q8NH49","","Q02297",""
"1","1",,"","interacts with","0","0.476426371","","OR4X1 (interacts with) ZNF319",,"0","0","0","1","0.551219512","0.401633229",,"false","interacts with","OR4X1 (interacts with) ZNF319","0","Q8NH49","","Q9P2F9",""
"1","1","1","","interacts with","0","0.476387059","","OR4X1 (interacts with) FILIP1",,"0","0","0","1","0.551219512","0.401554606",,"false","interacts with","OR4X1 (interacts with) FILIP1","0","Q8NH49","","Q7Z7B0",""
"1","1",,"","interacts with","0","0.461753303","","OR4X1 (interacts with) METTL15P1",,"0","0","0","1","0.52195122","0.401555387",,"false","interacts with","OR4X1 (interacts with) METTL15P1","0","Q8NH49","","P0C7V9",""
"1","1","1","","interacts with","0","0.476387476","","OR4X1 (interacts with) GSTP1",,"0","0","0","1","0.551219512","0.40155544",,"false","interacts with","OR4X1 (interacts with) GSTP1","0","Q8NH49","","P09211",""
"1","1","1","","interacts with","0","0.461792694","","OR4X1 (interacts with) RAB24",,"0","0","0","1","0.52195122","0.401634168",,"false","interacts with","OR4X1 (interacts with) RAB24","0","Q8NH49","","Q969Q5",""
"1","1",,"","interacts with","0","0.476387196","","OR4X1 (interacts with) SAMD15",,"0","0","0","1","0.551219512","0.40155488",,"false","interacts with","OR4X1 (interacts with) SAMD15","0","Q8NH49","","Q9P1V8",""
"1","1",,"","interacts with","0","0.46907026","","OR4X1 (interacts with) ZNF668",,"0","0","0","1","0.536585366","0.401555154",,"false","interacts with","OR4X1 (interacts with) ZNF668","0","Q8NH49","","Q96K58",""
"1","1",,"","interacts with","0","0.476387085","","OR4X1 (interacts with) NVL",,"0","0","0","1","0.551219512","0.401554658",,"false","interacts with","OR4X1 (interacts with) NVL","0","Q8NH49","","O15381",""
"1","1",,"","interacts with","0","0.464231684","","OR4X1 (interacts with) GCA",,"0","0","0","1","0.526829268","0.401634099",,"false","interacts with","OR4X1 (interacts with) GCA","0","Q8NH49","","P28676",""
"1","1","1","","interacts with","0","0.476426463","","OR4X1 (interacts with) TRIM55",,"0","0","0","1","0.551219512","0.401633413",,"false","interacts with","OR4X1 (interacts with) TRIM55","0","Q8NH49","","Q9BYV6",""
"1","1","1","","interacts with","0","0.476387121","","OR4X1 (interacts with) PMS2",,"0","0","0","1","0.551219512","0.40155473",,"false","interacts with","OR4X1 (interacts with) PMS2","0","Q8NH49","","P54278",""
,"1",,"","interacts with","0","0.461662358","","OR4X1 (interacts with) KRTAP10-9",,"0","0","0","1","0.52195122","0.401373497",,"false","interacts with","OR4X1 (interacts with) KRTAP10-9","0","Q8NH49","","P60411",""
"1","1","1","","interacts with","0","0.464231263","","OR4X1 (interacts with) PHC2",,"0","0","0","1","0.526829268","0.401633257",,"false","interacts with","OR4X1 (interacts with) PHC2","0","Q8NH49","","Q8IXK0",""
"1","1","1","","interacts with","0","0.561499897","","CRTAC1 (interacts with) NOCT",,"0","0","0","1","0.72195122","0.401048574",,"false","interacts with","CRTAC1 (interacts with) NOCT","0","Q9NQ79","","Q9UK39",""
"1","1","1","","interacts with","0","0.476387059","","TC2N (interacts with) IL16",,"0","0","0","1","0.551219512","0.401554605",,"false","interacts with","TC2N (interacts with) IL16","0","Q8N9U0","","Q14005",""
"1","1","1","","interacts with","0","0.464192017","","TC2N (interacts with) ARHGAP28",,"0","0","0","1","0.526829268","0.401554766",,"false","interacts with","TC2N (interacts with) ARHGAP28","0","Q8N9U0","","Q9P2N2",""
"1","1","1","","interacts with","0","0.464192019","","TC2N (interacts with) NCAPH",,"0","0","0","1","0.526829268","0.401554769",,"false","interacts with","TC2N (interacts with) NCAPH","0","Q8N9U0","","Q15003",""
"1","1","1","","interacts with","0","0.476387526","","ARHGAP30 (interacts with) CASKIN2",,"0","0","0","1","0.551219512","0.401555541",,"false","interacts with","ARHGAP30 (interacts with) CASKIN2","0","Q7Z6I6","","Q8WXE0",""
"1","1","1","","interacts with","0","0.464216076","","ARHGAP30 (interacts with) CDK5RAP2",,"0","0","0","1","0.526829268","0.401602884",,"false","interacts with","ARHGAP30 (interacts with) CDK5RAP2","0","Q7Z6I6","","Q96SN8",""
"1","1","1","","interacts with","0","0.476387178","","ARHGAP30 (interacts with) TSPYL2",,"0","0","0","1","0.551219512","0.401554844",,"false","interacts with","ARHGAP30 (interacts with) TSPYL2","0","Q7Z6I6","","Q9H2G4",""
"1","1","1","","interacts with","0","0.476387047","","ARHGAP30 (interacts with) PWWP3A",,"0","0","0","1","0.551219512","0.401554582",,"false","interacts with","ARHGAP30 (interacts with) PWWP3A","0","Q7Z6I6","","Q2TAK8",""
"1","1",,"","interacts with","0","0.591022375","","TCTN3 (interacts with) SLC35B4",,"0","0","0","1","0.780487805","0.401556945",,"false","interacts with","TCTN3 (interacts with) SLC35B4","0","Q6NUS6","","Q969S0",""
"1","1","1","","interacts with","0","0.59074311","","TCTN3 (interacts with) ASIC1",,"0","0","0","1","0.780487805","0.400998416",,"false","interacts with","TCTN3 (interacts with) ASIC1","0","Q6NUS6","","P78348",""
"1","1",,"","interacts with","0","0.591022033","","TCTN3 (interacts with) REEP4",,"0","0","0","1","0.780487805","0.401556261",,"false","interacts with","TCTN3 (interacts with) REEP4","0","Q6NUS6","","Q9H6H4",""
"1","1",,"","interacts with","0","0.59576321","","TCTN3 (interacts with) SLC30A6",,"0","0","0","1","0.790243902","0.401282518",,"false","interacts with","TCTN3 (interacts with) SLC30A6","0","Q6NUS6","","Q6NXT4",""
,,,"","interacts with","0","0.561698009","","TCTN3 (interacts with) CPA4",,"0","0","0","1","0.72195122","0.401444799",,"false","interacts with","TCTN3 (interacts with) CPA4","0","Q6NUS6","","Q9UI42",""
"1","1","1","","interacts with","0","0.476426347","","TLR5 (interacts with) PTGS1",,"0","1","1","1","0.551219512","0.401633181",,"false","interacts with","TLR5 (interacts with) PTGS1","0","O60602","","P23219",""
,,"1","","interacts with","0","0.612649826","","TLR5 (interacts with) TLR4",,"0","0","0","1","0.824390244","0.400909409",,"false","interacts with","TLR5 (interacts with) TLR4","0","O60602","","O00206",""
"1","1",,"","interacts with","0","0.47638709","","PRR14L (interacts with) PCDHGA11",,"0","0","0","1","0.551219512","0.401554667",,"false","interacts with","PRR14L (interacts with) PCDHGA11","0","Q5THK1","","Q9Y5H2",""
"1","1","1","","interacts with","0","0.476387084","","PRR14L (interacts with) EPB41L3",,"0","0","0","1","0.551219512","0.401554656",,"false","interacts with","PRR14L (interacts with) EPB41L3","0","Q5THK1","","Q9Y2J2",""
"1","1","1","","interacts with","0","0.476387077","","PRR14L (interacts with) CFAP221",,"0","0","0","1","0.551219512","0.401554641",,"false","interacts with","PRR14L (interacts with) CFAP221","0","Q5THK1","","Q4G0U5",""
"1","1",,"","interacts with","0","0.476387104","","PRR14L (interacts with) AP1B1",,"0","0","0","1","0.551219512","0.401554696",,"false","interacts with","PRR14L (interacts with) AP1B1","0","Q5THK1","","Q10567",""
,,,"","interacts with","0","0.571490374","","PRR14L (interacts with) PPP2CA",,"0","0","0","1","0.741463415","0.401517333",,"false","interacts with","PRR14L (interacts with) PPP2CA","0","Q5THK1","","P67775",""
"1","1","1","","interacts with","0","0.476387064","","PRR14L (interacts with) TRIM36",,"0","0","0","1","0.551219512","0.401554615",,"false","interacts with","PRR14L (interacts with) TRIM36","0","Q5THK1","","Q9NQ86",""
"1","1",,"","interacts with","0","0.4763871","","PRR14L (interacts with) ERCC4",,"0","0","0","1","0.551219512","0.401554688",,"false","interacts with","PRR14L (interacts with) ERCC4","0","Q5THK1","","Q92889",""
,,,"","interacts with","0","0.571490374","","PRR14L (interacts with) PPP2CB",,"0","0","0","1","0.741463415","0.401517333",,"false","interacts with","PRR14L (interacts with) PPP2CB","0","Q5THK1","","P62714",""
"1","1","1","","interacts with","0","0.476387076","","PRR14L (interacts with) ZFR2",,"0","0","0","1","0.551219512","0.401554639",,"false","interacts with","PRR14L (interacts with) ZFR2","0","Q5THK1","","Q9UPR6",""
"1","1",,"","interacts with","0","0.476387171","","FLYWCH1 (interacts with) POPDC3",,"0","0","0","1","0.551219512","0.40155483",,"false","interacts with","FLYWCH1 (interacts with) POPDC3","0","Q4VC44","","Q9HBV1",""
"1","1",,"","interacts with","0","0.461753065","","FLYWCH1 (interacts with) UEVLD",,"0","0","0","1","0.52195122","0.40155491",,"false","interacts with","FLYWCH1 (interacts with) UEVLD","0","Q4VC44","","Q8IX04",""
,"1","1","","interacts with","0","0.469070148","","FLYWCH1 (interacts with) C9orf64",,"0","0","0","1","0.536585366","0.401554929",,"false","interacts with","FLYWCH1 (interacts with) C9orf64","0","Q4VC44","","Q5T6V5",""
"1","1","1","","interacts with","0","0.461753062","","FLYWCH1 (interacts with) GOT1L1",,"0","0","0","1","0.52195122","0.401554904",,"false","interacts with","FLYWCH1 (interacts with) GOT1L1","0","Q4VC44","","Q8NHS2",""
"1","1",,"","interacts with","0","0.476387187","","FLYWCH1 (interacts with) SCAF4",,"0","0","0","1","0.551219512","0.401554862",,"false","interacts with","FLYWCH1 (interacts with) SCAF4","0","Q4VC44","","O95104",""
"1","1","1","","interacts with","0","0.461753062","","FLYWCH1 (interacts with) ELAC2",,"0","0","0","1","0.52195122","0.401554905",,"false","interacts with","FLYWCH1 (interacts with) ELAC2","0","Q4VC44","","Q9BQ52",""
"1","1","1","","interacts with","0","0.476387194","","FLYWCH1 (interacts with) TNMD",,"0","0","0","1","0.551219512","0.401554875",,"false","interacts with","FLYWCH1 (interacts with) TNMD","0","Q4VC44","","Q9H2S6",""
"1","1","1","","interacts with","0","0.476387154","","FLYWCH1 (interacts with) AADACL4",,"0","0","0","1","0.551219512","0.401554797",,"false","interacts with","FLYWCH1 (interacts with) AADACL4","0","Q4VC44","","Q5VUY2",""
"1","1",,"","interacts with","0","0.476387175","","FLYWCH1 (interacts with) PDE7A",,"0","0","0","1","0.551219512","0.401554837",,"false","interacts with","FLYWCH1 (interacts with) PDE7A","0","Q4VC44","","Q13946",""
,"1","1","","interacts with","0","0.464255203","","SMIM23 (interacts with) COL1A2",,"0","1","1","1","0.526829268","0.401681138",,"false","interacts with","SMIM23 (interacts with) COL1A2","0","A6NLE4","","P08123",""
,"1",,"","interacts with","0","0.56406837","","WDR77 (interacts with) TSC22D2",,"0","0","0","1","0.726829268","0.401307471",,"false","interacts with","WDR77 (interacts with) TSC22D2","0","Q9BQA1","","O75157",""
"1","1","1","","interacts with","0","0.573830768","","WDR77 (interacts with) CORO1C",,"0","0","0","1","0.746341463","0.401320073",,"false","interacts with","WDR77 (interacts with) CORO1C","0","Q9BQA1","","Q9ULV4",""
"1","1",,"","interacts with","0","0.603092851","","WDR77 (interacts with) HNRNPM",,"0","0","0","1","0.804878049","0.401307654",,"false","interacts with","WDR77 (interacts with) HNRNPM","0","Q9BQA1","","P52272",""
"1",,"1","","interacts with","0","0.564068147","","WDR77 (interacts with) LSM6",,"0","0","0","1","0.726829268","0.401307026",,"false","interacts with","WDR77 (interacts with) LSM6","0","Q9BQA1","","P62312",""
,"1","1","","interacts with","0","0.603454255","","WDR77 (interacts with) PPP1R8",,"0","0","0","1","0.804878049","0.402030461",,"false","interacts with","WDR77 (interacts with) PPP1R8","0","Q9BQA1","","Q12972",""
"1","1","1","","interacts with","0","0.564068432","","ZRSR2 (interacts with) SNRNP48",,"0","0","0","1","0.726829268","0.401307596",,"false","interacts with","ZRSR2 (interacts with) SNRNP48","0","Q15696","","Q6IEG0",""
,"1","1","","interacts with","0","0.561637348","","ZRSR2 (interacts with) SART1",,"0","0","0","1","0.72195122","0.401323477",,"false","interacts with","ZRSR2 (interacts with) SART1","0","Q15696","","O43290",""
"1","1",,"","interacts with","0","0.564068065","","UBE2G1 (interacts with) SYVN1",,"0","0","0","1","0.726829268","0.401306861",,"false","interacts with","UBE2G1 (interacts with) SYVN1","0","P62253","","Q86TM6",""
"1","1","1","","interacts with","0","0.617732381","","UBE2G1 (interacts with) SH3GLB1",,"0","0","0","1","0.834146341","0.40131842",,"false","interacts with","UBE2G1 (interacts with) SH3GLB1","0","P62253","","Q9Y371",""
