,uidA,uidB,Predicted Classes,Probability Score,Regression Value,mean_prob_aff,stringdb_check,score_norm,uidA_irefindex,uidB_irefindex,method,Host_organism_taxid,numParticipants,irefindex_check,GeneA,GeneB,OP_A,OP_B,OP_check
173983,P05997,P12532,1,0.551219512195122,0.4016329566496482,0.4764262344223851,0,,,,,,,0,COL5A2,CKMT1B,1,0,1
174404,O14788,P22460,1,0.551219512195122,0.4016328696232222,0.4764261909091721,0,,,,,,,0,TNFSF11,KCNA5,1,0,1
174864,P28482,Q8TES7,1,0.5219512195121951,0.4016811873526669,0.461816203432431,0,,,,,,,0,MAPK1,FBF1,1,0,1
175295,P02452,P43629,1,0.551219512195122,0.4016330064279846,0.4764262593115533,0,,,,,,,0,COL1A1,KIR3DL1,1,0,1
175556,O14788,P0C1S8,1,0.551219512195122,0.4016332232311017,0.4764263677131118,0,,,,,,,0,TNFSF11,WEE2,1,0,1
175827,O14788,Q8NCK3,1,0.551219512195122,0.4016331669966991,0.4764263395959105,0,,,,,,,0,TNFSF11,ZNF485,1,0,1
175879,P0DP08,P12643,1,0.551219512195122,0.4016328962590166,0.4764262042270692,0,,,,,,,0,IGHV4-38-2,BMP2,0,1,1
176361,P10415,P53602,1,0.551219512195122,0.4016329690510654,0.4764262406230937,0,,,,,,,0,BCL2,MVD,1,0,1
176433,Q9H341,Q9Y4K3,1,0.551219512195122,0.4016332425581875,0.4764263773766547,0,,,,,,,0,OR51M1,TRAF6,0,1,1
176824,P02452,Q15642,1,0.551219512195122,0.4016332082041827,0.4764263601996523,0,,,,,,,0,COL1A1,TRIP10,1,0,1
177510,P19838,P49888,1,0.5219512195121951,0.4016810900066399,0.4618161547594175,0,,,,,,,0,NFKB1,SULT1E1,1,0,1
178970,P12931,Q5VTQ0,1,0.551219512195122,0.4016330648561625,0.4764262885256423,0,,,,,,,0,SRC,TTC39B,1,0,1
179153,P08123,Q9NRR6,1,0.526829268292683,0.4016332449967293,0.4642312566447061,0,,,,,,,0,COL1A2,INPP5E,1,0,1
179592,P02452,P36980,1,0.551219512195122,0.4016329166546256,0.4764262144248737,0,,,,,,,0,COL1A1,CFHR2,1,0,1
179890,P02452,Q2YD98,1,0.551219512195122,0.4016329568700448,0.4764262345325833,0,,,,,,,0,COL1A1,UVSSA,1,0,1
180811,P10451,Q969V6,1,0.551219512195122,0.4016329498987357,0.4764262310469288,0,,,,,,,0,SPP1,MRTFA,1,0,1
181114,P25940,Q8TC44,1,0.551219512195122,0.4016328424318712,0.4764261773134965,0,,,,,,,0,COL5A3,POC1B,1,0,1
181244,P19838,Q9BZI1,1,0.551219512195122,0.4016329490677127,0.4764262306314173,0,,,,,,,0,NFKB1,IRX2,1,0,1
181841,A8MU46,Q9BQB4,1,0.551219512195122,0.4016328832293106,0.4764261977122163,0,,,,,,,0,SMTNL1,SOST,0,1,1
183125,O14788,Q8TAT5,1,0.526829268292683,0.4016331935804912,0.4642312309365871,0,,,,,,,0,TNFSF11,NEIL3,1,0,1
183608,P34972,Q9NRW3,1,0.551219512195122,0.4016331287489806,0.4764263204720513,0,,,,,,,0,CNR2,APOBEC3C,1,0,1
184857,A8K0S8,P12643,1,0.5219512195121951,0.4016333473082089,0.461792283410202,0,,,,,,,0,MEIS3P2,BMP2,0,1,1
184890,P08123,Q12951,1,0.551219512195122,0.4016331115238137,0.4764263118594678,0,,,,,,,0,COL1A2,FOXI1,1,0,1
185004,P57682,Q9Y4K3,1,0.551219512195122,0.4016330826078252,0.4764262974014736,0,,,,,,,0,KLF3,TRAF6,0,1,1
185517,Q04206,Q8IUC2,1,0.551219512195122,0.4016329727035766,0.4764262424493493,0,,,,,,,0,RELA,KRTAP8-1,1,0,1
185656,P25940,Q96NI8,1,0.526829268292683,0.4016811099179861,0.4642551891053345,0,,,,,,,0,COL5A3,ZNF570,1,0,1
185917,O75674,P42574,1,0.551219512195122,0.4016330516015814,0.4764262818983517,0,,,,,,,0,TOM1L1,CASP3,0,1,1
186030,P04198,Q58G82,1,0.551219512195122,0.4016330011721569,0.4764262566836394,0,,,,,,,0,MYCN,SYT14P1,1,0,1
186159,O00512,Q9UNN8,1,0.551219512195122,0.4016330110700082,0.4764262616325651,0,,,,,,,0,BCL9,PROCR,0,1,1
186366,O00635,P02452,1,0.551219512195122,0.4016328211970769,0.4764261666960994,0,,,,,,,0,TRIM38,COL1A1,0,1,1
186522,P02461,Q86W34,1,0.551219512195122,0.4016329115695184,0.4764262118823202,0,,,,,,,0,COL3A1,AMZ2,1,0,1
186567,P35354,Q5T5P2,1,0.5219512195121951,0.4016811955512764,0.4618162075317358,0,,,,,,,0,PTGS2,KIAA1217,1,0,1
187587,O75973,Q04206,1,0.551219512195122,0.4016329156134041,0.476426213904263,0,,,,,,,0,C1QL1,RELA,0,1,1
189812,P02461,Q7L0X2,1,0.551219512195122,0.4016329213684915,0.4764262167818067,0,,,,,,,0,COL3A1,ERICH6,1,0,1
190216,P02818,P36957,1,0.551219512195122,0.4016330095911811,0.4764262608931515,0,,,,,,,0,BGLAP,DLST,1,0,1
190664,P12931,Q8IXT1,1,0.551219512195122,0.4016328758897389,0.4764261940424305,0,,,,,,,0,SRC,DDIAS,1,0,1
191063,P05412,Q5QNW6,1,0.551219512195122,0.4016330401989683,0.4764262761970451,0,,,,,,,0,JUN,H2BC18,1,0,1
191463,O14788,Q9Y3I0,1,0.526829268292683,0.4016331648462278,0.4642312165694554,0,,,,,,,0,TNFSF11,RTCB,1,0,1
191619,P08123,Q8NFQ6,1,0.551219512195122,0.4016329241939126,0.4764262181945173,0,,,,,,,0,COL1A2,BPIFC,1,0,1
192733,O15530,P06401,1,0.551219512195122,0.4016329682417264,0.4764262402184241,0,,,,,,,0,PDPK1,PGR,0,1,1
192995,O75335,P04004,1,0.5219512195121951,0.4016811596501575,0.4618161895811763,0,,,,,,,0,PPFIA4,VTN,0,1,1
193123,P06401,Q969Q6,1,0.551219512195122,0.4016329646049846,0.4764262384000532,0,,,,,,,0,PGR,PPP2R3C,1,0,1
193777,P12524,Q5FWF5,1,0.551219512195122,0.401632815631566,0.476426163913344,0,,,,,,,0,MYCL,ESCO1,1,0,1
194279,P19021,P23219,1,0.551219512195122,0.4016329062659162,0.4764262092305191,0,,,,,,,0,PAM,PTGS1,0,1,1
194312,P34972,Q674X7,1,0.551219512195122,0.4016330916619927,0.4764263019285573,0,,,,,,,0,CNR2,KAZN,1,0,1
194382,Q04206,Q9BSU3,1,0.551219512195122,0.4016329041050011,0.4764262081500615,0,,,,,,,0,RELA,NAA11,1,0,1
194498,P08123,Q15759,1,0.526829268292683,0.4016332353377874,0.4642312518152351,0,,,,,,,0,COL1A2,MAPK11,1,0,1
194519,P0CB48,P25940,1,0.551219512195122,0.4016330158003774,0.4764262639977497,0,,,,,,,0,UBTFL6,COL5A3,0,1,1
194696,P04637,Q9UNK4,1,0.551219512195122,0.4016329942369337,0.4764262532160278,0,,,,,,,0,TP53,PLA2G2D,1,0,1
194698,P00439,P05997,1,0.526829268292683,0.401681283397155,0.464255275844919,0,,,,,,,0,PAH,COL5A2,0,1,1
195316,Q16539,Q9H3U1,1,0.551219512195122,0.4016327947735427,0.4764261534843323,0,,,,,,,0,MAPK14,UNC45A,1,0,1
195558,Q04206,Q0ZLH3,1,0.551219512195122,0.4016329736535791,0.4764262429243505,0,,,,,,,0,RELA,PJVK,1,0,1
195676,P02461,Q9Y2G2,1,0.526829268292683,0.4016333091659041,0.4642312887292935,0,,,,,,,0,COL3A1,CARD8,1,0,1
196048,P08123,Q96A11,1,0.551219512195122,0.4016329993825713,0.4764262557888467,0,,,,,,,0,COL1A2,GAL3ST3,1,0,1
196770,P04637,Q9ULK2,1,0.551219512195122,0.4016329493552487,0.4764262307751853,0,,,,,,,0,TP53,ATXN7L1,1,0,1
196866,P28482,P30101,1,0.551219512195122,0.4016330111470068,0.4764262616710644,0,,,,,,,0,MAPK1,PDIA3,1,0,1
197531,P25940,Q8NF37,1,0.551219512195122,0.4016328489349269,0.4764261805650244,0,,,,,,,0,COL5A3,LPCAT1,1,0,1
197783,P25940,P57789,1,0.551219512195122,0.4016330045227535,0.4764262583589377,0,,,,,,,0,COL5A3,KCNK10,1,0,1
199269,P05997,Q4KMZ8,1,0.551219512195122,0.4016329417427407,0.4764262269689313,0,,,,,,,0,COL5A2,NKAIN1,1,0,1
199370,P04004,Q9P2H5,1,0.551219512195122,0.4016329442007744,0.4764262281979482,0,,,,,,,0,VTN,USP35,1,0,1
199648,P25940,P34972,1,0.551219512195122,0.4016329482693901,0.476426230232256,0,,,,,,,0,COL5A3,CNR2,1,1,1
199754,P02452,Q9P104,1,0.551219512195122,0.4016330243464827,0.4764262682708023,0,,,,,,,0,COL1A1,DOK5,1,0,1
201208,P49841,Q9Y473,1,0.551219512195122,0.4016330126870893,0.4764262624411056,0,,,,,,,0,GSK3B,ZNF175,1,0,1
201896,P49841,Q5CZ79,1,0.551219512195122,0.4016328208091574,0.4764261665021397,0,,,,,,,0,GSK3B,ANKRD20A8P,1,0,1
201911,O94805,P02452,1,0.551219512195122,0.4016329026308478,0.4764262074129849,0,,,,,,,0,ACTL6B,COL1A1,0,1,1
202201,P05997,Q8N884,1,0.551219512195122,0.401632921931075,0.4764262170630985,0,,,,,,,0,COL5A2,CGAS,1,0,1
202246,P02452,P40199,1,0.551219512195122,0.4016330032423684,0.4764262577187452,0,,,,,,,0,COL1A1,CEACAM6,1,0,1
202527,P0CB47,P25940,1,0.551219512195122,0.4016328064803512,0.4764261593377366,0,,,,,,,0,UBTFL1,COL5A3,0,1,1
203609,P17612,P17612,1,0.9414634146341464,0.3987061329217557,0.6700847737779511,0,,,,,,,0,PRKACA,PRKACA,1,1,1
204056,P04198,P26441,1,0.551219512195122,0.40163316533764,0.4764263387663809,0,,,,,,,0,MYCN,CNTF,1,0,1
204105,P08123,Q96MK3,1,0.551219512195122,0.4016330213599371,0.4764262667775295,0,,,,,,,0,COL1A2,FAM20A,1,0,1
204317,P07333,Q9Y618,1,0.5219512195121951,0.4016811170274375,0.4618161682698163,0,,,,,,,0,CSF1R,NCOR2,1,0,1
204811,Q04206,Q8NG99,1,0.551219512195122,0.401633174305929,0.4764263432505254,0,,,,,,,0,RELA,OR7G2,1,0,1
204859,P28482,Q16799,1,0.551219512195122,0.4016328232094645,0.4764261677022932,0,,,,,,,0,MAPK1,RTN1,1,0,1
205013,P02461,Q8IVI9,1,0.551219512195122,0.4016330587487758,0.4764262854719489,0,,,,,,,0,COL3A1,NOSTRIN,1,0,1
205720,O43914,P05412,1,0.551219512195122,0.4016330116075725,0.4764262619013472,0,,,,,,,0,TYROBP,JUN,0,1,1
206455,P05997,P05997,1,0.9414634146341464,0.4049193611562596,0.6731913878952029,0,,,,,,,0,COL5A2,COL5A2,1,1,1
206600,Q04206,Q9BWL3,1,0.551219512195122,0.4016329437848905,0.4764262279900062,0,,,,,,,0,RELA,C1orf43,1,0,1
206620,P01258,Q8TF09,1,0.526829268292683,0.4016337026050564,0.4642314854488696,0,,,,,,,0,CALCA,DYNLRB2,1,0,1
207289,P42574,Q5MNZ6,1,0.526829268292683,0.4016331747555238,0.4642312215241033,0,,,,,,,0,CASP3,WDR45B,1,0,1
207435,P02452,Q96Q11,1,0.551219512195122,0.4016329160009043,0.4764262140980131,0,,,,,,,0,COL1A1,TRNT1,1,0,1
207934,P23219,P51797,1,0.551219512195122,0.401632952867401,0.4764262325312615,0,,,,,,,0,PTGS1,CLCN6,1,0,1
208096,P25789,Q9Y4K3,1,0.551219512195122,0.4016330227099537,0.4764262674525378,0,,,,,,,0,PSMA4,TRAF6,0,1,1
208299,P05997,Q9BXW7,1,0.551219512195122,0.4016329819670581,0.47642624708109,0,,,,,,,0,COL5A2,HDHD5,1,0,1
208651,P02461,Q17R89,1,0.551219512195122,0.4016332464004451,0.4764263792977835,0,,,,,,,0,COL3A1,ARHGAP44,1,0,1
208947,P43235,Q659A1,1,0.5219512195121951,0.4016812585931174,0.4618162390526562,0,,,,,,,0,CTSK,ICE2,1,0,1
209279,O14788,Q8IXW5,1,0.551219512195122,0.4016331017186356,0.4764263069568788,0,,,,,,,0,TNFSF11,RPAP2,1,0,1
210298,Q8IVP9,Q9Y4K3,1,0.551219512195122,0.4016330655792785,0.4764262888872003,0,,,,,,,0,ZNF547,TRAF6,0,1,1
210401,P12643,Q9UJJ7,1,0.551219512195122,0.4016332031161897,0.4764263576556559,0,,,,,,,0,BMP2,RPUSD1,1,0,1
210687,P04637,Q8N4U5,1,0.551219512195122,0.4016333941120419,0.4764264531535819,0,,,,,,,0,TP53,TCP11L2,1,0,1
210806,P08123,Q9P2F5,1,0.551219512195122,0.4016330352492384,0.4764262737221801,0,,,,,,,0,COL1A2,STOX2,1,0,1
211168,P02452,Q969S0,1,0.551219512195122,0.4016330061613665,0.4764262591782442,0,,,,,,,0,COL1A1,SLC35B4,1,0,1
211355,P05997,Q9UN19,1,0.551219512195122,0.4016330631762174,0.4764262876856697,0,,,,,,,0,COL5A2,DAPP1,1,0,1
211602,P05412,Q19AV6,1,0.551219512195122,0.4016332436488679,0.4764263779219949,0,,,,,,,0,JUN,ZSWIM7,1,0,1
213208,P05997,Q8IZ40,1,0.551219512195122,0.4016329743517176,0.4764262432734197,0,,,,,,,0,COL5A2,RCOR2,1,0,1
213997,P04637,Q7L804,1,0.526829268292683,0.4016331309240076,0.4642311996083452,0,,,,,,,0,TP53,RAB11FIP2,1,0,1
215316,P02452,Q8WUB8,1,0.5219512195121951,0.4016811303427297,0.4618161749274624,0,,,,,,,0,COL1A1,PHF10,1,0,1
215568,P04637,P79483,1,0.551219512195122,0.4016332400285343,0.4764263761118281,0,,,,,,,0,TP53,HLA-DRB3,1,0,1
215880,P01106,P09211,1,0.551219512195122,0.4016332343217238,0.4764263732584229,0,,,,,,,0,MYC,GSTP1,1,0,1
215928,Q12926,Q9Y4K3,1,0.551219512195122,0.4016329640499748,0.4764262381225483,0,,,,,,,0,ELAVL2,TRAF6,0,1,1
216765,P01258,Q8WXA9,1,0.551219512195122,0.4016330286328785,0.4764262704140002,0,,,,,,,0,CALCA,SREK1,1,0,1
217428,O60884,Q04206,1,0.526829268292683,0.4016331301359559,0.4642311992143194,0,,,,,,,0,DNAJA2,RELA,0,1,1
217483,P25940,Q15485,1,0.551219512195122,0.4016329560170152,0.4764262341060686,0,,,,,,,0,COL5A3,FCN2,1,0,1
218466,P02452,Q9Y2E8,1,0.551219512195122,0.4016330321351792,0.4764262721651506,0,,,,,,,0,COL1A1,SLC9A8,1,0,1
219195,P05997,P12644,1,0.551219512195122,0.4016330533814752,0.4764262827882985,1,0.1389870435806831,,,,,,0,COL5A2,BMP4,1,0,1
219231,P04629,P47871,1,0.551219512195122,0.401632934272575,0.4764262232338485,0,,,,,,,0,NTRK1,GCGR,1,0,1
219610,Q9NZW4,Q9UNN8,1,0.551219512195122,0.4016329091215173,0.4764262106583196,0,,,,,,,0,DSPP,PROCR,0,1,1
220364,P01258,Q9UHF0,1,0.5219512195121951,0.4016333167831705,0.4617922681476828,0,,,,,,,0,CALCA,TAC3,1,0,1
220665,Q9BXA6,Q9Y4K3,1,0.551219512195122,0.4016328608721012,0.4764261865336116,0,,,,,,,0,TSSK6,TRAF6,0,1,1
220952,P08123,Q8N187,1,0.526829268292683,0.4016332810350303,0.4642312746638566,0,,,,,,,0,COL1A2,CARF,1,0,1
221171,P04637,P04637,1,0.8780487804878049,0.4135850873870497,0.6458169339374273,0,,,,,,,0,TP53,TP53,1,1,1
221189,P12524,Q8NHV4,1,0.551219512195122,0.4016330586831178,0.4764262854391199,0,,,,,,,0,MYCL,NEDD1,1,0,1
221373,P05549,Q9Y4K3,1,0.551219512195122,0.401633318114574,0.4764264151548479,0,,,,,,,0,TFAP2A,TRAF6,0,1,1
221488,P10415,Q6P1K1,1,0.551219512195122,0.4016333347481038,0.4764264234716129,0,,,,,,,0,BCL2,SLC48A1,1,0,1
221974,O15254,P12931,1,0.551219512195122,0.401633069490144,0.476426290842633,0,,,,,,,0,ACOX3,SRC,0,1,1
222690,P02461,P34995,1,0.526829268292683,0.4016813510991601,0.4642553096959215,0,,,,,,,0,COL3A1,PTGER1,1,0,1
222729,P12524,Q9H3H1,1,0.551219512195122,0.4016330098679316,0.4764262610315268,0,,,,,,,0,MYCL,TRIT1,1,0,1
222783,Q7Z7B0,Q9Y4K3,1,0.551219512195122,0.4016330510544063,0.4764262816247641,0,,,,,,,0,FILIP1,TRAF6,0,1,1
222939,P25940,Q8N136,1,0.551219512195122,0.401632820146344,0.4764261661707329,0,,,,,,,0,COL5A3,DAW1,1,0,1
223975,P31749,Q14966,1,0.5219512195121951,0.4016810609107411,0.4618161402114681,0,,,,,,,0,AKT1,ZNF638,1,0,1
224326,O14788,Q13948,1,0.551219512195122,0.4016330004837145,0.4764262563394182,0,,,,,,,0,TNFSF11,CUX1,1,0,1
224493,Q8IV32,Q9BQB4,1,0.526829268292683,0.4016330016796176,0.4642311349861502,0,,,,,,,0,CCDC71,SOST,0,1,1
225871,P04198,Q3KRB8,1,0.526829268292683,0.401633388274967,0.4642313282838249,0,,,,,,,0,MYCN,ARHGAP11B,1,0,1
226010,P10415,P10415,1,0.7658536585365854,0.3988140478309582,0.5823338531837718,0,,,,,,,0,BCL2,BCL2,1,1,1
226410,P08123,Q9GZP0,1,0.551219512195122,0.4016329172702016,0.4764262147326618,0,,,,,,,0,COL1A2,PDGFD,1,0,1
227445,P10451,Q9NW07,1,0.551219512195122,0.4016330765134766,0.4764262943542993,0,,,,,,,0,SPP1,ZNF358,1,0,1
227515,P02461,Q5VWQ0,1,0.551219512195122,0.4016329617763219,0.4764262369857219,0,,,,,,,0,COL3A1,RSBN1,1,0,1
227621,P17612,P58417,1,0.526829268292683,0.4016331610281586,0.4642312146604208,0,,,,,,,0,PRKACA,NXPH1,1,0,1
227897,P06401,Q6ZRV2,1,0.551219512195122,0.4016329757307541,0.4764262439629381,0,,,,,,,0,PGR,FAM83H,1,0,1
228399,P43235,Q6P9B9,1,0.5219512195121951,0.401681409099522,0.4618163143058585,0,,,,,,,0,CTSK,INTS5,1,0,1
232385,P12524,Q14507,1,0.526829268292683,0.4016332750403399,0.4642312716665114,0,,,,,,,0,MYCL,EDDM3A,1,0,1
232585,Q04206,Q8NGA2,1,0.551219512195122,0.4016331190412618,0.4764263156181919,0,,,,,,,0,RELA,OR7A2P,1,0,1
232641,P43235,Q9NVI1,1,0.526829268292683,0.4016812168352853,0.4642552425639841,0,,,,,,,0,CTSK,FANCI,1,0,1
232658,Q96R45,Q9Y4K3,1,0.551219512195122,0.4016331678070951,0.4764263400011085,0,,,,,,,0,OR2A7,TRAF6,0,1,1
232726,P08123,Q13434,1,0.551219512195122,0.4016328055209072,0.4764261588580146,0,,,,,,,0,COL1A2,MKRN4P,1,0,1
232770,A8K0R7,P42574,1,0.551219512195122,0.4016329642255078,0.4764262382103149,0,,,,,,,0,ZNF839,CASP3,0,1,1
233745,O15263,P01258,1,0.526829268292683,0.4016329957272787,0.4642311320099808,0,,,,,,,0,DEFB4B,CALCA,0,1,1
233894,P25940,Q6IMI6,1,0.551219512195122,0.4016327965343973,0.4764261543647596,0,,,,,,,0,COL5A3,SULT1C3,1,0,1
234093,P49841,Q9UN30,1,0.551219512195122,0.4016328687054631,0.4764261904502925,0,,,,,,,0,GSK3B,SCML1,1,0,1
234600,O14788,O14788,1,0.9073170731707316,0.3943435971824875,0.6508303351766096,0,,,,,,,0,TNFSF11,TNFSF11,1,1,1
235484,Q02297,Q9Y4K3,1,0.526829268292683,0.4016332238942073,0.4642312460934451,0,,,,,,,0,NRG1,TRAF6,0,1,1
236144,A0A1B0GVD1,P04198,1,0.551219512195122,0.4016330700107972,0.4764262911029596,0,,,,,,,0,FAM237B,MYCN,0,1,1
236176,O96013,Q9UNN8,1,0.551219512195122,0.4016330268315713,0.4764262695133466,0,,,,,,,0,PAK4,PROCR,0,1,1
236400,P12643,P52945,1,0.526829268292683,0.4016332692194779,0.4642312687560804,0,,,,,,,0,BMP2,PDX1,1,0,1
237163,P25940,Q14728,1,0.551219512195122,0.4016330128373742,0.4764262625162481,0,,,,,,,0,COL5A3,MFSD10,1,0,1
237265,Q8NGA5,Q9Y4K3,1,0.551219512195122,0.4016331292266388,0.4764263207108804,0,,,,,,,0,OR10H4,TRAF6,0,1,1
237410,P01106,Q9NZP2,1,0.551219512195122,0.4016332169871022,0.4764263645911121,0,,,,,,,0,MYC,OR6C2,1,0,1
237543,P06401,Q9H3D4,1,0.526829268292683,0.401633267566929,0.4642312679298059,0,,,,,,,0,PGR,TP63,1,0,1
238025,H7BZ55,P34972,1,0.5219512195121951,0.4016811587235067,0.4618161891178509,0,,,,,,,0,CROCC2,CNR2,0,1,1
238137,P22676,Q9Y4K3,1,0.551219512195122,0.4016331452897796,0.4764263287424508,0,,,,,,,0,CALB2,TRAF6,0,1,1
238525,O14788,Q5T5N4,1,0.551219512195122,0.4016330953616338,0.4764263037783779,0,,,,,,,0,TNFSF11,C6orf118,1,0,1
238565,P42574,Q96SC8,1,0.526829268292683,0.4016332015832725,0.4642312349379777,0,,,,,,,0,CASP3,DMRTA2,1,0,1
238885,P52655,Q9BQB4,1,0.5365853658536585,0.4016329773172785,0.4691091715854685,0,,,,,,,0,GTF2A1,SOST,0,1,1
239825,A6NJV1,Q9Y4K3,1,0.551219512195122,0.4016330697421227,0.4764262909686223,0,,,,,,,0,FAM166C,TRAF6,0,1,1
239923,P04637,Q8NEP3,1,0.551219512195122,0.4016330955849279,0.4764263038900249,0,,,,,,,0,TP53,DNAAF1,1,0,1
240342,P02751,P02751,1,0.8682926829268293,0.4069370641344788,0.637614873530654,0,,P02751,P02751,"psi-mi:""MI:0114""(x-ray crystallography)",taxid:9606(Homo sapiens),2.0,1,FN1,FN1,1,1,1
240899,P04004,Q9Y6Q2,1,0.551219512195122,0.4016330264318447,0.4764262693134833,0,,,,,,,0,VTN,STON1,1,0,1
241143,P02452,P17538,1,0.526829268292683,0.4016811069483108,0.4642551876204969,0,,,,,,,0,COL1A1,CTRB1,1,0,1
241179,P28482,Q9P2M7,1,0.526829268292683,0.4016812812758035,0.4642552747842432,0,,,,,,,0,MAPK1,CGN,1,0,1
241909,P10415,Q9Y6F8,1,0.551219512195122,0.4016330217561407,0.4764262669756313,0,,,,,,,0,BCL2,CDY1B,1,0,1
241960,P49841,P49841,1,0.9121951219512195,0.3934843399849411,0.6528397309680803,0,,,,,,,0,GSK3B,GSK3B,1,1,1
241971,P05997,Q9H0X4,1,0.551219512195122,0.4016330204291183,0.4764262663121201,0,,,,,,,0,COL5A2,FAM234A,1,0,1
242286,P25940,Q15813,1,0.551219512195122,0.4016328645382465,0.4764261883666842,0,,,,,,,0,COL5A3,TBCE,1,0,1
242325,P12524,Q494V2,1,0.551219512195122,0.4016330081674143,0.4764262601812681,0,,,,,,,0,MYCL,CFAP100,1,0,1
243195,O43567,Q04206,1,0.551219512195122,0.4016331193969758,0.4764263157960489,0,,,,,,,0,RNF13,RELA,0,1,1
244048,P02818,Q9BZM3,1,0.551219512195122,0.4016332357457277,0.4764263739704248,0,,,,,,,0,BGLAP,GSX2,1,0,1
244460,Q8IYX8,Q9BQB4,1,0.551219512195122,0.4016329919991713,0.4764262520971466,0,,,,,,,0,CEP57L1,SOST,0,1,1
244476,P17612,Q9UJ78,1,0.551219512195122,0.4016328722333445,0.4764261922142332,0,,,,,,,0,PRKACA,ZMYM5,1,0,1
245307,A0A075B6I6,P04198,1,0.551219512195122,0.4016331071807476,0.4764263096879347,0,,,,,,,0,IGLV1-50,MYCN,0,1,1
245576,P04637,Q9NY72,1,0.551219512195122,0.4016330313863417,0.4764262717907318,0,,,,,,,0,TP53,SCN3B,1,0,1
246047,P49841,Q5SQ80,1,0.551219512195122,0.4016329397121464,0.4764262259536342,0,,,,,,,0,GSK3B,ANKRD20A2P,1,0,1
246210,P42574,Q9ULW0,1,0.551219512195122,0.4016328551006508,0.4764261836478863,0,,,,,,,0,CASP3,TPX2,1,0,1
246789,P02461,P04628,1,0.526829268292683,0.401681129046738,0.4642551986697104,0,,,,,,,0,COL3A1,WNT1,1,0,1
246997,P05997,Q9NR63,1,0.551219512195122,0.4016329078380583,0.4764262100165901,0,,,,,,,0,COL5A2,CYP26B1,1,0,1
247000,Q16539,Q9UQ35,1,0.551219512195122,0.4016328028718406,0.4764261575334813,0,,,,,,,0,MAPK14,SRRM2,1,0,1
248914,P05997,Q9UMS4,1,0.551219512195122,0.4016329257883018,0.4764262189917119,0,,,,,,,0,COL5A2,PRPF19,1,0,1
249037,P23219,Q9NP78,1,0.526829268292683,0.4016330073712232,0.4642311378319531,0,,,,,,,0,PTGS1,ABCB9,1,0,1
249375,A0A1B0GV85,P10415,1,0.551219512195122,0.4016330202848831,0.4764262662400025,0,,,,,,,0,REELD1,BCL2,0,1,1
249712,P12931,Q92802,1,0.526829268292683,0.4016334274652187,0.4642313478789508,0,,,,,,,0,SRC,N4BP2L2,1,0,1
250228,Q04206,Q15038,1,0.551219512195122,0.4016329835591409,0.4764262478771314,0,,,,,,,0,RELA,DAZAP2,1,0,1
250365,Q04206,Q9NQ03,1,0.551219512195122,0.4016330473900071,0.4764262797925646,0,,,,,,,0,RELA,SCRT2,1,0,1
250538,A6NDN3,P12643,1,0.551219512195122,0.4016330170431029,0.4764262646191124,0,,,,,,,0,GOLGA6B,BMP2,0,1,1
251641,P02452,Q969X2,1,0.551219512195122,0.4016328332603091,0.4764261727277155,0,,,,,,,0,COL1A1,ST6GALNAC6,1,0,1
251753,P12524,Q96RP8,1,0.551219512195122,0.4016334492924994,0.4764264807438106,0,,,,,,,0,MYCL,KCNA7,1,0,1
252716,A0A075B6T7,P04198,1,0.551219512195122,0.4016330591426396,0.4764262856688808,0,,,,,,,0,TRAV6,MYCN,0,1,1
252821,P05997,Q9H992,1,0.551219512195122,0.4016331154637465,0.4764263138294342,0,,,,,,,0,COL5A2,MARCHF7,1,0,1
253428,P12524,P82094,1,0.551219512195122,0.4016328402199264,0.4764261762075242,0,,,,,,,0,MYCL,TMF1,1,0,1
253844,O14788,Q9H161,1,0.526829268292683,0.4016334325083155,0.4642313504004992,0,,,,,,,0,TNFSF11,ALX4,1,0,1
253870,P12270,P17612,1,0.5219512195121951,0.4016810187534599,0.4618161191328275,1,0.022379269729093,,,,,,0,TPR,PRKACA,0,1,1
253909,O14979,P02452,1,0.526829268292683,0.4016813857954461,0.4642553270440645,0,,,,,,,0,HNRNPDL,COL1A1,0,1,1
254059,P43235,Q8TEL6,1,0.551219512195122,0.4016330409211017,0.4764262765581118,0,,,,,,,0,CTSK,TRPC4AP,1,0,1
254457,A0A0B4J2H0,P04198,1,0.551219512195122,0.4016328541233542,0.4764261831592381,0,,,,,,,0,IGHV1-69D,MYCN,0,1,1
254543,O75648,P02452,1,0.551219512195122,0.4016330642562401,0.476426288225681,0,,,,,,,0,TRMU,COL1A1,0,1,1
254551,O00755,P02452,1,0.551219512195122,0.4016328540275803,0.4764261831113511,0,,,,,,,0,WNT7A,COL1A1,0,1,1
254816,P25940,Q8N6G5,1,0.526829268292683,0.4016812702040356,0.4642552692483592,0,,,,,,,0,COL5A3,CSGALNACT2,1,0,1
255229,P05997,Q9UK39,1,0.551219512195122,0.4016329244245747,0.4764262183098483,0,,,,,,,0,COL5A2,NOCT,1,0,1
256573,P25940,Q9H2X3,1,0.551219512195122,0.4016329341738124,0.4764262231844672,0,,,,,,,0,COL5A3,CLEC4M,1,0,1
257313,P05997,Q6P9G9,1,0.551219512195122,0.4016328727733016,0.4764261924842118,0,,,,,,,0,COL5A2,ZNF449,1,0,1
